material_id,material_name,formula,crystal_structure,bandgap_energy_eV,is_direct_bandgap,conductivity_S_cm,mobility_cm2_Vs,carrier_concentration_cm3,thermal_conductivity_W_mK,breakdown_field_MV_cm,absorption_coefficient_cm1,refractive_index,max_operating_temp_C,thermal_stability,potential_applications
MOD-TiO2-0140,Titanium Dioxide,TiO2,Anatase,4.704,False,0.08,0.08,1.11e+19,364.75,3.941,4.25e+03,3.87,813.4,Very High,High Power Electronics
RAND-0141,FlexPnium,Se2,Amorphous,2.85,False,26.57,4664.73,2.87e+21,268.72,9.548,7.89e+05,1.76,645.8,High,"High Power Electronics, Photodetectors"
RAND-0142,MicroSilite,SeGa2,Hexagonal,4.428,False,2500.18,2514.57,1.90e+16,456.33,0.733,4.49e+03,3.39,710.3,High,"Transistors, Transparent Conductors"
MOD-AlGaAs-0143,Aluminium Gallium Arsenide,AlGaAs,Zincblende,1.882,False,1213.01,1823.69,7.68e+21,220.3,0.491,1.22e+04,4.07,340.2,Medium,Transistors
HYB-AlGaAs-Cu2O-0144,Hybrid Aluminium Gallium Arsenide-Copper(I) Oxide,AlGaAs-Cu2O,Zincblende,1.911,True,1339.93,1817.95,6.54e+19,157.33,0.459,7.53e+03,3.61,301.5,Medium,"LEDs, Transistors"
MOD-Cu2O-0145,Engineered Copper(I) Oxide (lightly doped),Cu2O,Cubic,1.449,True,1.06,0.61,1.71e+15,33.57,0.231,1.53e+03,3.37,753.2,High,General semiconductor applications
MOD-MAPbI3-0146,Methylammonium Lead Iodide,CH3NH3PbI3,Tetragonal,1.688,True,18.23,31.94,6.77e+16,157.8,0.473,1.31e+04,2.8,491.7,Medium,General semiconductor applications
RAND-0147,PicoCcite,S,Hexagonal,1.132,False,192.33,2499.97,1.35e+17,191.94,1.426,3.36e+05,2.63,1192.5,Very High,"Solar Cells, Photodetectors"
MOD-GaAs-0148,Gallium Arsenide,GaAs,Zincblende,1.004,True,3413.63,6099.44,2.60e+15,91.35,0.113,1.24e+05,3.46,104.9,Low,"Transistors, Photodetectors"
MOD-GaAs-0149,Gallium Arsenide,GaAs,Zincblende,0.948,True,7896.52,6100.22,2.43e+20,376.63,0.063,3.01e+03,3.94,769.2,High,Transistors
MOD-InP-0150,"Advanced Indium Phosphide (2D, selectively doped)",InP,Zincblende,0.716,True,3882.12,6421.82,5.61e+15,443.45,0.065,3.05e+03,3.81,795.0,High,"Transistors, Thermoelectrics"
MOD-GaN-0151,"Engineered Gallium Nitride (quantum-confined, gradient-doped)",GaN,Zincblende,3.813,True,2085.84,1842.74,2.31e+20,300.6,3.608,5.31e+03,1.9,642.8,High,"High Power Electronics, Transistors, Transparent Conductors"
HYB-CdTe-ZnO-0152,Hybrid Cadmium Telluride-Zinc Oxide,CdTe-ZnO,Rocksalt,2.794,False,338.55,416.08,6.56e+17,412.74,1.115,7.33e+05,3.97,543.3,High,"High Power Electronics, Photodetectors"
RAND-0153,QuantumAllite,BPb3,Cubic,1.263,False,0.09,4552.99,7.53e+21,76.57,8.866,8.81e+04,2.95,1134.7,Very High,Photodetectors
MOD-SiC-0154,Silicon Carbide,SiC,Cubic (3C),2.652,True,594.55,347.71,5.12e+20,236.84,1.252,5.31e+03,2.97,947.9,Very High,"LEDs, High Power Electronics, Transistors"
RAND-0155,UltraTephene,GeP1B,Tetragonal,3.112,True,0.22,2375.9,4.64e+20,241.47,3.228,6.39e+05,3.0,819.7,Very High,High Power Electronics
MOD-SiC-0156,Silicon Carbide,SiC,Cubic (3C),4.65,False,685.13,787.67,6.78e+17,481.28,2.453,4.22e+03,4.47,807.0,Very High,"High Power Electronics, Transistors, Transparent Conductors"
HYB-MoS2-SnO2-0157,Hybrid Molybdenum Disulfide-Tin Dioxide,MoS2-SnO2,Rutile,2.947,False,75.72,73.37,3.52e+19,332.17,1.622,4.91e+05,4.19,750.4,High,"High Power Electronics, Photodetectors"
MOD-MoS2-0158,Molybdenum Disulfide,MoS2,Hexagonal,1.133,False,97.24,59.93,1.75e+16,279.18,0.188,1.00e+03,2.49,1048.8,Very High,General semiconductor applications
RAND-0159,UltraCdex,As3Pb,Hexagonal,4.769,True,339.23,4641.33,5.29e+18,78.45,2.92,6.47e+05,3.55,193.2,Low,Transparent Conductors
RAND-0160,FlexScite,TeSn3C2,Orthorhombic,2.056,False,0.55,4367.08,5.60e+20,55.45,4.339,2.59e+04,2.73,358.5,Medium,General semiconductor applications
RAND-0161,FlexSnzine,AlGe,Amorphous,4.444,True,39.38,57.49,2.50e+20,258.87,7.36,4.45e+05,3.95,837.1,Very High,High Power Electronics
RAND-0162,QuantumAsdyne,B3Ge,Amorphous,4.03,True,3156.52,1668.84,7.47e+18,106.78,8.469,1.49e+05,3.35,211.0,Low,"Transistors, Transparent Conductors"
MOD-CdTe-0163,Custom Cadmium Telluride (co-doped),CdTe,Zincblende,1.541,True,363.11,485.65,7.27e+15,211.28,0.43,4.09e+05,3.22,238.2,Low,"LEDs, Photodetectors"
MOD-CdTe-0164,"High-performance Cadmium Telluride (2D, lightly doped)",CdTe,Zincblende,1.237,True,196.77,349.86,5.88e+17,216.77,0.248,1.70e+03,3.27,784.3,High,General semiconductor applications
RAND-0165,NeoSedyne,Ti,Hexagonal,2.127,True,0.02,3547.77,1.15e+16,213.61,2.808,2.03e+04,2.94,979.0,Very High,General semiconductor applications
RAND-0166,NanoPbdex,Ge,Hexagonal,0.351,False,4341.38,1382.65,7.49e+19,270.92,8.514,1.09e+03,4.16,522.8,High,"Transistors, Thermoelectrics"
MOD-CdTe-0167,"Custom Cadmium Telluride (epitaxial, gradient-doped)",CdTe,Zincblende,1.24,True,175.54,201.37,3.86e+18,265.08,0.091,2.30e+04,4.25,207.8,Low,General semiconductor applications
MOD-ZnO-0168,Zinc Oxide,ZnO,Zincblende,3.521,False,122.15,185.63,2.49e+21,375.89,1.367,4.93e+04,1.53,919.7,Very High,"High Power Electronics, Transparent Conductors"
HYB-Si-Ge-0169,Hybrid Silicon-Germanium,Si-Ge,Amorphous,0.765,True,1788.61,1549.86,8.14e+15,436.68,0.054,1.13e+05,1.68,671.2,High,"Transistors, Photodetectors, Thermoelectrics"
MOD-CdTe-0170,Enhanced Cadmium Telluride (nanoporous),CdTe,Zincblende,0.754,True,521.84,712.54,3.54e+20,485.5,0.025,1.20e+03,2.38,492.6,Medium,"Transistors, Thermoelectrics"
HYB-AlGaAs-GaN-0171,Hybrid Aluminium Gallium Arsenide-Gallium Nitride,AlGaAs-GaN,Wurtzite,2.474,True,2241.47,1867.02,4.36e+20,336.7,0.901,1.03e+04,3.53,645.2,High,"LEDs, Transistors"
MOD-GaN-0172,Gallium Nitride,GaN,Zincblende,3.866,True,960.02,1622.49,1.72e+18,137.73,2.214,3.01e+05,3.51,441.1,Medium,"Transistors, Transparent Conductors"
MOD-MoS2-0173,"Custom Molybdenum Disulfide (strained, heavily doped)",MoS2,Hexagonal,2.214,False,51.14,54.73,1.08e+19,7.26,0.678,1.42e+03,4.49,482.2,Medium,General semiconductor applications
RAND-0174,MicroGamide,Sn2Se2Cd,Amorphous,2.022,False,13.05,3439.12,3.98e+19,485.75,7.962,2.01e+05,3.69,1135.7,Very High,Photodetectors
RAND-0175,PicoInmide,In,Triclinic,0.324,False,361.74,2746.53,2.50e+16,50.2,0.733,6.54e+03,2.52,593.2,High,General semiconductor applications
RAND-0176,NanoPbmide,P,Amorphous,2.202,False,621.18,4483.89,8.15e+19,449.29,4.021,3.59e+04,1.54,873.8,Very High,Transistors
RAND-0177,QuantumBtron,Ge,Amorphous,1.554,True,0.01,4682.19,2.74e+15,80.96,2.128,1.41e+05,3.27,506.1,High,Photodetectors
MOD-Ge-0178,High-performance Germanium (quantum-confined),Ge,Cubic (Diamond),0.579,True,1329.68,2184.1,1.81e+17,180.41,0.021,5.25e+04,3.56,365.2,Medium,"Transistors, Photodetectors, Thermoelectrics"
MOD-Cu2O-0179,High-performance Copper(I) Oxide (mesoporous),Cu2O,Cubic,2.69,False,0.3,0.19,2.59e+18,421.63,1.16,3.49e+05,2.73,632.4,High,"High Power Electronics, Photodetectors"
HYB-Graphene-InP-0180,Hybrid Graphene-Indium Phosphide,C-InP,Hexagonal,0.543,True,7826.16,10788.99,6.75e+21,488.51,0.026,1.94e+05,1.58,1007.4,Very High,Photodetectors
HYB-InP-CdS-0181,Hybrid Indium Phosphide-Cadmium Sulfide,InP-CdS,Zincblende,1.601,True,3522.56,3292.71,3.93e+17,349.06,0.384,2.20e+04,3.7,458.5,Medium,"LEDs, Transistors"
RAND-0182,NanoPtron,P3,Cubic,3.755,False,6544.6,1111.56,2.35e+19,244.99,0.431,2.91e+04,3.52,1194.1,Very High,Transistors
RAND-0183,MacroAszine,B,Triclinic,0.569,False,18.93,4636.87,5.90e+16,480.41,6.781,4.11e+04,2.12,955.7,Very High,General semiconductor applications
MOD-TiO2-0184,Titanium Dioxide,TiO2,Anatase,1.612,True,0.14,0.1,2.45e+17,417.72,0.186,6.41e+04,2.98,1158.2,Very High,Photodetectors
RAND-0185,NanoGelite,Ge2C2,Cubic,1.922,False,0.07,2300.57,3.03e+19,471.77,3.657,1.57e+05,3.62,597.3,High,Photodetectors
MOD-Graphene-0186,Advanced Graphene (strained),C,Hexagonal,0.0,False,15975.09,17834.85,1.80e+21,415.55,0.0,7.18e+04,3.24,1009.7,Very High,General semiconductor applications
HYB-ZnO-MAPbI3-0187,Hybrid Zinc Oxide-Methylammonium Lead Iodide,ZnO-CH3NH3PbI3,Tetragonal,2.127,False,97.56,92.15,1.12e+17,375.15,0.642,1.25e+03,2.38,662.6,High,General semiconductor applications
MOD-Ge-0188,High-performance Germanium (quantum-confined),Ge,Cubic (Diamond),0.734,False,1271.17,1766.08,9.46e+18,55.79,0.036,9.37e+03,2.24,676.2,High,"Transistors, Thermoelectrics"
HYB-MoS2-CdS-0189,Hybrid Molybdenum Disulfide-Cadmium Sulfide,MoS2-CdS,Hexagonal,2.067,True,118.16,99.76,3.89e+21,281.31,0.63,4.14e+03,3.64,508.0,High,LEDs
HYB-InP-SiC-0190,Hybrid Indium Phosphide-Silicon Carbide,InP-SiC,"Hexagonal (4H, 6H)",2.018,False,3165.85,4318.47,6.00e+16,19.76,0.483,5.63e+03,2.8,1010.9,Very High,Transistors
HYB-ZnO-TiO2-0191,Hybrid Zinc Oxide-Titanium Dioxide,ZnO-TiO2,Anatase,3.254,False,63.14,68.16,5.59e+21,247.58,1.563,1.46e+04,2.09,793.4,High,High Power Electronics
RAND-0192,NeoGanium,AlGa1Cd,Amorphous,5.138,True,0.09,1852.89,1.05e+15,73.4,7.294,6.34e+04,4.14,1188.6,Very High,General semiconductor applications
MOD-InP-0193,"Engineered Indium Phosphide (2D, co-doped)",InP,Zincblende,0.709,True,6943.21,3681.92,9.87e+21,147.28,0.043,1.18e+05,3.99,655.6,High,"Transistors, Photodetectors"
RAND-0194,NanoSenium,S1,Hexagonal,4.614,False,9142.12,950.25,6.87e+20,33.7,2.885,5.80e+05,3.23,998.2,Very High,"High Power Electronics, Transistors"
MOD-Graphene-0195,Next-gen Graphene (strained),C,Hexagonal,0.0,True,11794.68,18538.55,3.55e+21,4.24,0.0,3.05e+05,4.1,1060.2,Very High,General semiconductor applications
MOD-CdTe-0196,Cadmium Telluride,CdTe,Zincblende,2.155,True,601.74,811.69,2.13e+17,459.16,0.503,2.44e+04,2.11,508.6,High,"LEDs, Transistors"
MOD-GaAs-0197,Advanced Gallium Arsenide (quantum-confined),GaAs,Zincblende,0.731,True,1899.71,1458.65,4.10e+16,493.59,0.025,1.12e+05,1.97,522.4,High,"Transistors, Photodetectors, Thermoelectrics"
RAND-0198,PicoTimide,Sn3As,Orthorhombic,2.016,False,8071.25,910.79,1.98e+17,330.9,7.503,7.71e+05,3.84,282.8,Low,"Transistors, Photodetectors"
RAND-0199,MicroPdyne,Zn1,Tetragonal,4.112,True,7.31,4289.97,8.51e+19,80.01,7.823,6.13e+05,3.9,507.0,High,High Power Electronics
MOD-SiC-0200,Silicon Carbide,SiC,"Hexagonal (4H, 6H)",3.316,True,242.4,425.99,2.11e+18,16.57,2.742,7.15e+05,1.83,885.2,Very High,"LEDs, High Power Electronics, Transparent Conductors"
RAND-0201,SynthPcite,TeInAl,Triclinic,4.171,True,9019.68,2559.61,3.89e+18,419.76,1.064,6.01e+05,2.17,387.1,Medium,Transistors
RAND-0202,QuantumSetron,Ti,Amorphous,2.138,True,0.17,3581.22,6.71e+20,104.51,7.752,5.75e+03,2.29,826.6,Very High,General semiconductor applications
HYB-MoS2-AlGaAs-0203,Hybrid Molybdenum Disulfide-Aluminium Gallium Arsenide,MoS2-AlGaAs,Hexagonal,1.8,True,1508.3,1854.11,6.47e+17,331.5,0.477,4.59e+04,2.0,526.5,High,"LEDs, Transistors"
MOD-AlGaAs-0204,Aluminium Gallium Arsenide,AlGaAs,Zincblende,1.502,True,2303.56,2879.66,1.19e+15,88.74,0.363,6.18e+03,3.8,167.1,Low,"LEDs, Transistors"
RAND-0205,QuantumSidyne,Al2Ga2Te,Monoclinic,3.749,True,0.26,3113.19,6.71e+15,75.38,7.926,1.65e+05,3.17,758.9,High,High Power Electronics
RAND-0206,UltraTicite,B2,Hexagonal,4.269,False,1.16,346.63,2.23e+16,217.63,2.958,1.04e+03,2.53,842.1,Very High,High Power Electronics
MOD-CdTe-0207,"Next-gen Cadmium Telluride (strained, co-doped)",CdTe,Zincblende,0.838,True,1133.26,1141.79,1.12e+21,64.61,0.058,2.38e+05,2.22,594.3,High,"Transistors, Photodetectors, Thermoelectrics"
HYB-AlGaAs-Cu2O-0208,Hybrid Aluminium Gallium Arsenide-Copper(I) Oxide,AlGaAs-Cu2O,Cubic,1.93,True,1049.46,1249.01,8.18e+18,336.37,0.451,2.04e+04,2.37,303.9,Medium,"LEDs, Transistors"
RAND-0209,UltraTedex,S2ZnP2,Orthorhombic,5.317,True,3.6,1163.78,3.21e+19,185.26,1.96,3.21e+04,3.86,646.5,High,General semiconductor applications
RAND-0210,NovaScite,TiBPb3,Monoclinic,1.515,False,0.7,4798.51,4.65e+21,96.28,3.248,8.69e+03,4.12,199.4,Low,General semiconductor applications
HYB-Ge-TiO2-0211,Hybrid Germanium-Titanium Dioxide,Ge-TiO2,Amorphous,1.795,True,1110.68,1150.42,4.61e+19,215.31,0.423,1.00e+03,4.24,586.3,High,"LEDs, Transistors"
RAND-0212,SynthGaphene,SC3,Hexagonal,1.996,False,7380.16,2101.0,2.06e+19,383.27,6.918,3.61e+05,2.31,964.8,Very High,"Transistors, Photodetectors"
RAND-0213,QuantumGephene,SnSe2Pb3,Cubic,4.16,False,132.73,4358.05,1.33e+20,293.89,7.734,4.69e+03,1.86,212.6,Low,Transparent Conductors
RAND-0214,NeoPphene,GaSi1,Tetragonal,1.479,False,2862.07,3532.65,2.76e+21,2.82,1.39,6.31e+04,1.82,933.5,Very High,"Transistors, Photodetectors"
MOD-InP-0215,"Modified Indium Phosphide (2D, heavily doped)",InP,Zincblende,0.766,True,5730.89,8485.5,1.71e+19,309.55,0.075,6.78e+03,3.51,533.3,High,Transistors
MOD-SnO2-0216,Tin Dioxide,SnO2,Rutile,4.615,True,3.51,4.22,5.64e+20,245.5,5.229,6.35e+05,3.15,495.1,Medium,General semiconductor applications
RAND-0217,SynthSemide,In2,Orthorhombic,4.631,True,0.01,4595.71,3.78e+17,473.12,5.04,9.51e+05,3.5,1100.5,Very High,High Power Electronics
HYB-MoS2-InP-0218,Hybrid Molybdenum Disulfide-Indium Phosphide,MoS2-InP,Zincblende,1.446,False,3664.99,3172.49,1.77e+18,499.17,0.215,7.00e+04,2.63,735.7,High,"Transistors, Photodetectors"
MOD-Graphene-0219,Graphene,C,Hexagonal,0.0,True,12499.05,19855.22,1.40e+15,243.76,0.0,1.11e+05,1.58,1179.8,Very High,General semiconductor applications
HYB-Ge-GaAs-0220,Hybrid Germanium-Gallium Arsenide,Ge-GaAs,Cubic (Diamond),1.088,False,3648.71,4077.81,4.93e+17,482.29,0.141,4.11e+05,1.66,474.0,Medium,"Solar Cells, Transistors, Photodetectors"
RAND-0221,FlexAllite,TeC2Pb,Orthorhombic,2.103,False,0.04,4875.04,9.62e+20,178.16,9.723,7.27e+05,2.85,772.4,High,Photodetectors
HYB-Graphene-MAPbI3-0222,Hybrid Graphene-Methylammonium Lead Iodide,C-CH3NH3PbI3,Hexagonal,0.995,False,3609.55,3066.39,3.83e+17,259.51,0.103,1.32e+05,4.2,864.3,Very High,"Transistors, Photodetectors, Thermoelectrics"
MOD-Si-0223,Silicon,Si,Amorphous,0.652,False,1672.42,2320.3,1.02e+19,406.85,0.038,6.23e+04,1.95,368.1,Medium,"Transistors, Photodetectors, Thermoelectrics"
RAND-0224,FlexPblite,SnSi3,Hexagonal,1.429,False,617.72,2742.89,9.21e+20,238.42,0.964,4.87e+04,4.43,291.7,Low,Transistors
HYB-CdS-Graphene-0225,Hybrid Cadmium Sulfide-Graphene,CdS-C,Hexagonal,1.597,True,3407.13,3272.44,2.26e+15,417.72,0.292,3.22e+04,3.04,882.6,Very High,"LEDs, Transistors"
HYB-GaAs-Ge-0226,Hybrid Gallium Arsenide-Germanium,GaAs-Ge,Amorphous,1.082,True,3625.0,3789.83,3.91e+20,389.49,0.14,1.13e+03,2.4,411.5,Medium,Transistors
MOD-SnO2-0227,Next-gen Tin Dioxide (heavily doped),SnO2,Rutile,5.303,False,8.42,6.76,1.15e+16,109.04,7.487,1.57e+03,2.55,306.9,Medium,General semiconductor applications
RAND-0228,FlexPzine,InSeSn,Triclinic,4.519,False,125.79,142.54,7.28e+17,111.71,8.817,1.35e+04,3.04,307.9,Medium,Transparent Conductors
RAND-0229,QuantumCdzine,Cd2Pb2Ga2,Monoclinic,1.628,True,18.97,4821.69,3.80e+20,446.76,3.236,5.50e+05,2.97,1047.3,Very High,"Solar Cells, Photodetectors"
RAND-0230,FlexTedyne,Si1S3,Hexagonal,2.124,True,80.45,2006.69,2.08e+21,347.0,3.35,3.77e+04,3.45,527.3,High,General semiconductor applications
HYB-Cu2O-MAPbI3-0231,Hybrid Copper(I) Oxide-Methylammonium Lead Iodide,Cu2O-CH3NH3PbI3,Cubic,1.672,False,36.74,45.3,2.54e+18,220.9,0.351,4.96e+03,3.34,400.8,Medium,General semiconductor applications
RAND-0232,MicroBnium,Te,Hexagonal,1.267,False,1016.75,2393.19,1.96e+17,468.08,4.64,6.83e+03,3.86,397.0,Medium,Transistors
MOD-Graphene-0233,Advanced Graphene (heavily doped),C,Hexagonal,0.0,True,10305.64,16658.46,3.89e+18,94.33,0.0,4.87e+03,1.76,1028.9,Very High,General semiconductor applications
RAND-0234,QuantumSetron,Ti,Tetragonal,4.573,False,1686.22,790.65,6.96e+21,236.93,4.684,1.56e+05,4.32,262.2,Low,"Transistors, Transparent Conductors"
MOD-Si-0235,Silicon,Si,Amorphous,1.056,True,1743.85,1499.23,1.00e+19,80.82,0.148,1.55e+05,4.46,421.2,Medium,"Solar Cells, Transistors, Photodetectors"
MOD-TiO2-0236,Titanium Dioxide,TiO2,Anatase,3.924,True,0.16,0.13,3.48e+17,74.82,2.353,7.97e+05,3.08,801.8,Very High,High Power Electronics
HYB-MoS2-TiO2-0237,Hybrid Molybdenum Disulfide-Titanium Dioxide,MoS2-TiO2,Brookite,2.855,True,49.41,65.74,3.21e+15,6.11,1.614,5.79e+05,1.98,696.4,High,"High Power Electronics, Photodetectors"
MOD-MoS2-0238,Molybdenum Disulfide,MoS2,Hexagonal,1.277,True,296.49,341.75,5.42e+15,93.86,0.242,3.29e+03,4.04,592.2,High,General semiconductor applications
MOD-Cu2O-0239,Copper(I) Oxide,Cu2O,Cubic,2.336,True,0.73,0.59,1.34e+20,232.41,0.93,3.64e+05,3.42,784.2,High,Photodetectors
MOD-GaAs-0240,"High-performance Gallium Arsenide (2D, gradient-doped)",GaAs,Zincblende,1.803,True,6364.16,3432.71,8.23e+15,88.86,0.493,8.66e+05,4.07,162.7,Low,"Transistors, Photodetectors"
RAND-0241,NovaSitron,Zn1C,Tetragonal,4.367,False,5.46,4403.95,9.46e+21,18.22,3.625,2.13e+03,2.94,230.7,Low,General semiconductor applications
MOD-TiO2-0242,"High-performance Titanium Dioxide (nanostructured, heavily doped)",TiO2,Brookite,3.816,True,0.17,0.12,1.61e+18,268.1,2.25,1.25e+05,2.98,876.9,Very High,High Power Electronics
MOD-GaAs-0243,Gallium Arsenide,GaAs,Zincblende,2.023,True,1232.82,996.19,2.42e+20,478.88,0.771,4.01e+05,2.77,398.6,Medium,"LEDs, Transistors, Photodetectors"
RAND-0244,NovaBlite,Al2In3,Monoclinic,1.384,True,4899.87,3499.41,1.06e+17,493.96,8.018,5.52e+03,1.78,136.6,Low,Transistors
HYB-Si-TiO2-0245,Hybrid Silicon-Titanium Dioxide,Si-TiO2,Amorphous,2.163,True,498.62,474.67,9.04e+15,342.13,0.813,4.95e+04,2.94,663.2,High,LEDs
MOD-TiO2-0246,Next-gen Titanium Dioxide (co-doped),TiO2,Brookite,2.696,False,0.05,0.07,4.55e+17,437.6,1.382,3.73e+04,4.4,389.9,Medium,General semiconductor applications
HYB-GaAs-GaN-0247,Hybrid Gallium Arsenide-Gallium Nitride,GaAs-GaN,Zincblende,2.121,True,3666.34,5106.36,1.04e+18,43.2,0.769,2.94e+03,2.16,682.2,High,"LEDs, Transistors"
MOD-GaAs-0248,Gallium Arsenide,GaAs,Zincblende,0.805,True,2125.49,3098.9,3.16e+19,221.64,0.067,9.16e+03,4.05,374.1,Medium,"Transistors, Thermoelectrics"
RAND-0249,NovaAsdyne,SeS1As,Cubic,0.268,False,5687.37,2171.39,3.53e+15,313.59,0.298,2.67e+03,2.04,1107.9,Very High,Transistors
HYB-Graphene-TiO2-0250,Hybrid Graphene-Titanium Dioxide,C-TiO2,Anatase,2.335,False,2702.35,2202.22,5.35e+19,345.88,0.754,6.32e+05,2.81,1028.7,Very High,"Transistors, Photodetectors"
RAND-0251,NanoPbnium,Ti3Sn2Zn2,Cubic,2.071,True,456.13,4838.84,3.18e+15,470.25,3.952,2.17e+03,3.44,646.7,High,LEDs
HYB-AlGaAs-Cu2O-0252,Hybrid Aluminium Gallium Arsenide-Copper(I) Oxide,AlGaAs-Cu2O,Zincblende,1.894,False,1584.81,2196.24,2.55e+16,23.29,0.523,2.78e+04,1.53,430.8,Medium,Transistors
RAND-0253,FlexCddyne,GaTe3,Triclinic,3.476,True,17.4,4923.82,3.25e+18,390.58,1.082,6.71e+03,4.13,338.4,Medium,General semiconductor applications
HYB-ZnO-MoS2-0254,Hybrid Zinc Oxide-Molybdenum Disulfide,ZnO-MoS2,Zincblende,2.844,False,200.0,299.3,2.18e+17,78.23,1.404,5.71e+05,4.28,704.0,High,"High Power Electronics, Photodetectors"
MOD-MoS2-0255,Molybdenum Disulfide,MoS2,Hexagonal,0.987,False,234.08,406.6,1.54e+16,343.56,0.142,3.71e+03,3.87,734.9,High,General semiconductor applications
MOD-Cu2O-0256,Engineered Copper(I) Oxide (co-doped),Cu2O,Cubic,1.729,False,1.0,1.25,1.28e+21,113.72,0.242,3.87e+04,4.06,798.5,High,General semiconductor applications
RAND-0257,SynthIndex,PAs1Se,Tetragonal,2.912,True,36.78,2189.84,8.42e+15,416.82,3.047,1.26e+05,3.07,162.4,Low,Photodetectors
RAND-0258,MacroGaphene,Zn,Orthorhombic,1.547,True,0.43,2138.82,1.55e+21,22.57,4.617,2.82e+04,3.54,1180.7,Very High,General semiconductor applications
RAND-0259,QuantumSndyne,As,Orthorhombic,2.605,False,0.07,152.57,7.87e+19,179.28,7.811,6.17e+04,3.13,965.6,Very High,"High Power Electronics, Photodetectors"
MOD-CdTe-0260,"Custom Cadmium Telluride (mesoporous, lightly doped)",CdTe,Zincblende,1.521,True,594.05,663.86,9.32e+21,214.85,0.327,1.63e+03,3.72,738.4,High,"LEDs, Transistors"
HYB-SnO2-MoS2-0261,Hybrid Tin Dioxide-Molybdenum Disulfide,SnO2-MoS2,Hexagonal,2.744,False,97.78,124.08,6.25e+16,43.28,1.077,7.15e+04,3.88,539.1,High,"High Power Electronics, Photodetectors"
HYB-CdTe-GaAs-0262,Hybrid Cadmium Telluride-Gallium Arsenide,CdTe-GaAs,Zincblende,1.47,True,2537.45,3438.0,4.81e+17,105.33,0.27,1.77e+05,4.48,371.8,Medium,"Solar Cells, Transistors, Photodetectors"
MOD-ZnO-0263,Zinc Oxide,ZnO,Wurtzite,2.895,True,228.17,274.8,1.67e+15,327.06,1.064,4.15e+04,1.97,700.9,High,"LEDs, High Power Electronics"
RAND-0264,NanoTenium,Se1S1Si,Orthorhombic,0.408,False,1204.08,2333.96,3.00e+15,262.23,4.029,2.30e+04,2.2,589.4,High,"Transistors, Thermoelectrics"
MOD-MoS2-0265,Molybdenum Disulfide,MoS2,Hexagonal,2.429,False,122.1,103.07,2.39e+18,2.83,0.526,7.87e+05,3.16,747.2,High,Photodetectors
MOD-AlGaAs-0266,Aluminium Gallium Arsenide,AlGaAs,Zincblende,2.089,False,1047.7,1945.51,1.52e+21,419.58,0.653,9.22e+05,1.79,631.3,High,"Transistors, Photodetectors"
RAND-0267,NovaCdtron,SeGe1Cd,Monoclinic,3.182,True,1055.72,2822.77,3.44e+17,125.69,5.231,1.54e+04,1.92,242.2,Low,"LEDs, Transistors, Transparent Conductors"
RAND-0268,NanoSphene,Ge,Monoclinic,1.905,False,367.01,4845.53,2.35e+16,80.28,4.009,1.37e+05,1.83,521.5,High,Photodetectors
MOD-SiC-0269,Enhanced Silicon Carbide (co-doped),SiC,Cubic (3C),2.028,True,270.12,398.01,3.34e+17,159.35,0.776,1.40e+05,2.89,1112.3,Very High,"LEDs, Photodetectors"
RAND-0270,NanoGenium,Ti3In1,Amorphous,4.083,False,0.31,3804.46,1.39e+20,61.34,9.265,1.60e+04,3.7,1032.8,Very High,High Power Electronics
RAND-0271,FlexCdphene,C3,Orthorhombic,2.239,True,1.17,239.87,5.58e+18,230.7,6.672,2.65e+03,3.55,304.8,Medium,General semiconductor applications
HYB-SiC-AlGaAs-0272,Hybrid Silicon Carbide-Aluminium Gallium Arsenide,SiC-AlGaAs,"Hexagonal (4H, 6H)",2.916,False,1088.5,1300.87,9.99e+17,273.91,1.232,7.09e+03,2.68,1194.7,Very High,"High Power Electronics, Transistors"
MOD-MAPbI3-0273,Methylammonium Lead Iodide,CH3NH3PbI3,Tetragonal,1.425,True,15.56,19.1,1.74e+15,142.99,0.151,1.89e+03,2.79,433.2,Medium,General semiconductor applications
MOD-Cu2O-0274,Copper(I) Oxide,Cu2O,Cubic,2.134,False,0.55,0.89,3.04e+20,190.44,0.695,6.34e+04,1.66,756.4,High,Photodetectors
RAND-0275,NeoBflux,Se1Te2Pb3,Tetragonal,2.201,True,0.05,4236.22,1.88e+17,151.28,9.53,5.71e+05,2.92,506.4,High,Photodetectors
MOD-MoS2-0276,"Engineered Molybdenum Disulfide (epitaxial, selectively doped)",MoS2,Hexagonal,2.29,True,271.39,469.4,1.19e+21,465.63,0.755,8.28e+04,2.82,674.0,High,"LEDs, Photodetectors"
RAND-0277,MacroSedex,Ti2Al1Ge,Orthorhombic,1.144,False,989.22,3086.15,6.04e+15,240.9,0.361,1.71e+05,2.07,739.6,High,"Solar Cells, Transistors, Photodetectors"
HYB-Ge-SnO2-0278,Hybrid Germanium-Tin Dioxide,Ge-SnO2,Cassiterite,1.367,False,1525.23,2100.26,1.53e+16,23.37,0.255,3.42e+04,4.21,753.3,High,Transistors
RAND-0279,SynthTephene,PB1Ge2,Hexagonal,1.306,True,0.07,1902.71,7.44e+18,181.18,3.453,2.42e+03,3.28,862.7,Very High,General semiconductor applications
